_id,AnnoA,AteneoNOME,AteneoCOD,SESSO,Isc
2273,2009/2010,Palermo,8201,F,32597
2274,2009/2010,Palermo,8201,M,21423
2275,2009/2010,Parma,3401,F,16399
2276,2009/2010,Parma,3401,M,12535
2277,2009/2010,Pavia,1801,F,12263
2278,2009/2010,Pavia,1801,M,9613
2279,2009/2010,Perugia,5401,F,17473
2280,2009/2010,Perugia,5401,M,13359
2281,2009/2010,Perugia Stranieri,5403,F,1001
2282,2009/2010,Perugia Stranieri,5403,M,729
2283,2009/2010,Piemonte Orientale,201,F,5815
2284,2009/2010,Piemonte Orientale,201,M,3518
2285,2009/2010,Pisa,5001,F,26160
2286,2009/2010,Pisa,5001,M,23882
2287,2009/2010,Reggio Calabria,8001,F,4891
2288,2009/2010,Reggio Calabria,8001,M,4806
2289,2009/2010,Reggio Calabria - Dante Alighieri,8003,F,96
2290,2009/2010,Reggio Calabria - Dante Alighieri,8003,M,23
2291,2009/2010,Roma  Mercatorum - telematica,5814,F,56
2292,2009/2010,Roma  Mercatorum - telematica,5814,M,66
2293,2009/2010,Roma Biomedico,5808,F,644
2294,2009/2010,Roma Biomedico,5808,M,452
2295,2009/2010,Roma Europea,5812,F,487
2296,2009/2010,Roma Europea,5812,M,317
2297,2009/2010,Roma Foro Italico,5806,F,383
2298,2009/2010,Roma Foro Italico,5806,M,717
2299,2009/2010,Roma La Sapienza,5801,F,75318
2300,2009/2010,Roma La Sapienza,5801,M,51056
2301,2009/2010,Roma LUISS,5805,F,3707
2302,2009/2010,Roma LUISS,5805,M,3343
2303,2009/2010,Roma LUMSA,5803,F,4544
2304,2009/2010,Roma LUMSA,5803,M,2230
2305,2009/2010,Roma Marconi - telematica,5810,F,2977
2306,2009/2010,Roma Marconi - telematica,5810,M,8330
2307,2009/2010,Roma San Raffaele - telematica,5816,F,96
2308,2009/2010,Roma San Raffaele - telematica,5816,M,166
2309,2009/2010,Roma Tor Vergata,5802,F,18806
2310,2009/2010,Roma Tor Vergata,5802,M,16648
2311,2009/2010,Roma Tre,5807,F,20899
2312,2009/2010,Roma Tre,5807,M,14405
2313,2009/2010,Roma UNICUSANO - telematica,5815,F,1945
2314,2009/2010,Roma UNICUSANO - telematica,5815,M,3721
2315,2009/2010,Roma UNINETTUNO - telematica,5813,F,1249
2316,2009/2010,Roma UNINETTUNO - telematica,5813,M,2116
2317,2009/2010,Roma UNINT,5809,F,780
2318,2009/2010,Roma UNINT,5809,M,466
2319,2009/2010,Roma UNITELMA - telematica,5811,F,355
2320,2009/2010,Roma UNITELMA - telematica,5811,M,559
2321,2009/2010,Salento,7501,F,17174
2322,2009/2010,Salento,7501,M,8694
2323,2009/2010,Salerno,6501,F,22498
2324,2009/2010,Salerno,6501,M,14567
2325,2009/2010,Sannio,6201,F,3459
2326,2009/2010,Sannio,6201,M,3257
2327,2009/2010,Sassari,9001,F,9260
2328,2009/2010,Sassari,9001,M,4803
2329,2009/2010,Siena,5201,F,9653
2330,2009/2010,Siena,5201,M,6586
2331,2009/2010,Siena Stranieri,5202,F,498
2332,2009/2010,Siena Stranieri,5202,M,90
2333,2009/2010,Teramo,6701,F,4959
2334,2009/2010,Teramo,6701,M,3788
2335,2009/2010,Torino,101,F,39588
2336,2009/2010,Torino,101,M,23398
2337,2009/2010,Torino Politecnico,102,F,7192
2338,2009/2010,Torino Politecnico,102,M,18595
2339,2009/2010,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,211
2340,2009/2010,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,154
2341,2009/2010,Trento,2201,F,7876
2342,2009/2010,Trento,2201,M,7350
2343,2009/2010,Trieste,3201,F,10959
2344,2009/2010,Trieste,3201,M,8079
2345,2009/2010,Tuscia,5601,F,3760
2346,2009/2010,Tuscia,5601,M,5141
2347,2009/2010,Udine,3001,F,8766
2348,2009/2010,Udine,3001,M,7570
2349,2009/2010,Urbino,4101,F,9320
2350,2009/2010,Urbino,4101,M,5650
2351,2009/2010,Venezia C Foscari,2701,F,11375
2352,2009/2010,Venezia C Foscari,2701,M,6507
2353,2009/2010,Venezia Iuav,2702,F,2838
2354,2009/2010,Venezia Iuav,2702,M,2985
2355,2009/2010,Verona,2301,F,14255
2356,2009/2010,Verona,2301,M,7387
2357,2008/2009,Aosta,701,F,811
2358,2008/2009,Aosta,701,M,255
2359,2008/2009,Bari,7201,F,38658
2360,2008/2009,Bari,7201,M,20916
2361,2008/2009,Bari Politecnico,7202,F,3635
2362,2008/2009,Bari Politecnico,7202,M,8800
2363,2008/2009,Basilicata,7601,F,4618
2364,2008/2009,Basilicata,7601,M,3761
2365,2008/2009,Benevento Giustino Fortunato - telematica,6202,F,130
2366,2008/2009,Benevento Giustino Fortunato - telematica,6202,M,295
2367,2008/2009,Bergamo,1601,F,8707
2368,2008/2009,Bergamo,1601,M,5338
2369,2008/2009,Bologna,3701,F,47160
2370,2008/2009,Bologna,3701,M,37159
2371,2008/2009,Bolzano,2101,F,1682
2372,2008/2009,Bolzano,2101,M,679
2373,2008/2009,Bra Scienze Gastronomiche,401,F,97
2374,2008/2009,Bra Scienze Gastronomiche,401,M,117
2375,2008/2009,Brescia,1701,F,6573
2376,2008/2009,Brescia,1701,M,7559
2377,2008/2009,Cagliari,9201,F,20410
2378,2008/2009,Cagliari,9201,M,12257
2379,2008/2009,Calabria,7801,F,19472
2380,2008/2009,Calabria,7801,M,14044
2381,2008/2009,Camerino,4302,F,3954
2382,2008/2009,Camerino,4302,M,4407
2383,2008/2009,Casamassima - G.Degennaro,7203,F,400
2384,2008/2009,Casamassima - G.Degennaro,7203,M,644
2385,2008/2009,Cassino,6001,F,6675
2386,2008/2009,Cassino,6001,M,5081
2387,2008/2009,Castellanza LIUC,1201,F,643
2388,2008/2009,Castellanza LIUC,1201,M,1210
2389,2008/2009,Catania,8701,F,35721
2390,2008/2009,Catania,8701,M,22356
2391,2008/2009,Catanzaro,7901,F,6864
2392,2008/2009,Catanzaro,7901,M,4472
2393,2008/2009,Chieti e Pescara,6901,F,18888
2394,2008/2009,Chieti e Pescara,6901,M,11002
2395,2008/2009,Enna KORE,8601,F,2272
2396,2008/2009,Enna KORE,8601,M,1599
2397,2008/2009,Ferrara,3801,F,9306
2398,2008/2009,Ferrara,3801,M,7845
2399,2008/2009,Firenze,4801,F,34363
2400,2008/2009,Firenze,4801,M,24465
2401,2008/2009,Firenze IUL - telematica,4804,F,36
2402,2008/2009,Firenze IUL - telematica,4804,M,9
2403,2008/2009,Foggia,7101,F,6925
2404,2008/2009,Foggia,7101,M,4257
2405,2008/2009,Genova,1001,F,19894
2406,2008/2009,Genova,1001,M,15206
2407,2008/2009,Insubria,1202,F,5184
2408,2008/2009,Insubria,1202,M,3988
2409,2008/2009,L'Aquila,6601,F,12674
2410,2008/2009,L'Aquila,6601,M,9493
2411,2008/2009,Macerata,4301,F,8051
2412,2008/2009,Macerata,4301,M,3471
2413,2008/2009,Marche,4201,F,7244
2414,2008/2009,Marche,4201,M,9098
2415,2008/2009,Messina,8301,F,21720
2416,2008/2009,Messina,8301,M,12640
2417,2008/2009,Milano,1501,F,34410
2418,2008/2009,Milano,1501,M,24558
2419,2008/2009,Milano Bicocca,1509,F,18428
2420,2008/2009,Milano Bicocca,1509,M,11042
2421,2008/2009,Milano Bocconi,1503,F,5807
2422,2008/2009,Milano Bocconi,1503,M,6912
2423,2008/2009,Milano Cattolica,1504,F,25658
2424,2008/2009,Milano Cattolica,1504,M,13477
2425,2008/2009,Milano IULM,1505,F,3369
2426,2008/2009,Milano IULM,1505,M,1463
2427,2008/2009,Milano Politecnico,1502,F,11457
2428,2008/2009,Milano Politecnico,1502,M,23977
2429,2008/2009,Milano San Raffaele,1508,F,1212
2430,2008/2009,Milano San Raffaele,1508,M,700
2431,2008/2009,Modena e Reggio Emilia,3601,F,9663
2432,2008/2009,Modena e Reggio Emilia,3601,M,8102
2433,2008/2009,Molise,7001,F,5428
2434,2008/2009,Molise,7001,M,4120
2435,2008/2009,Napoli Benincasa,6304,F,9043
2436,2008/2009,Napoli Benincasa,6304,M,1791
2437,2008/2009,Napoli Federico II,6301,F,49175
2438,2008/2009,Napoli Federico II,6301,M,38230
2439,2008/2009,Napoli L'Orientale,6303,F,7565
2440,2008/2009,Napoli L'Orientale,6303,M,2063
2441,2008/2009,Napoli Parthenope,6302,F,7220
2442,2008/2009,Napoli Parthenope,6302,M,9559
2443,2008/2009,Napoli Pegaso - telematica,6307,F,1016
2444,2008/2009,Napoli Pegaso - telematica,6307,M,766
2445,2008/2009,Napoli Vanvitelli,6306,F,16918
2446,2008/2009,Napoli Vanvitelli,6306,M,12678
2447,2008/2009,Novedrate e-Campus - telematica,1301,F,790
2448,2008/2009,Novedrate e-Campus - telematica,1301,M,1468
2449,2008/2009,Padova,2801,F,33930
2450,2008/2009,Padova,2801,M,25990
2451,2008/2009,Palermo,8201,F,37556
2452,2008/2009,Palermo,8201,M,25580
2453,2008/2009,Parma,3401,F,15506
2454,2008/2009,Parma,3401,M,11941
2455,2008/2009,Pavia,1801,F,12273
2456,2008/2009,Pavia,1801,M,9466
2457,2008/2009,Perugia,5401,F,18259
2458,2008/2009,Perugia,5401,M,13942
2459,2008/2009,Perugia Stranieri,5403,F,1089
2460,2008/2009,Perugia Stranieri,5403,M,759
2461,2008/2009,Piemonte Orientale,201,F,5863
2462,2008/2009,Piemonte Orientale,201,M,3607
2463,2008/2009,Pisa,5001,F,26679
2464,2008/2009,Pisa,5001,M,24263
2465,2008/2009,Reggio Calabria,8001,F,5072
2466,2008/2009,Reggio Calabria,8001,M,5183
2467,2008/2009,Reggio Calabria - Dante Alighieri,8003,F,96
2468,2008/2009,Reggio Calabria - Dante Alighieri,8003,M,21
2469,2008/2009,Roma  Mercatorum - telematica,5814,F,58
2470,2008/2009,Roma  Mercatorum - telematica,5814,M,64
2471,2008/2009,Roma Biomedico,5808,F,581
2472,2008/2009,Roma Biomedico,5808,M,423
2473,2008/2009,Roma Foro Italico,5806,F,576
2474,2008/2009,Roma Foro Italico,5806,M,986
2475,2008/2009,Roma La Sapienza,5801,F,77765
2476,2008/2009,Roma La Sapienza,5801,M,52512
2477,2008/2009,Roma LUISS,5805,F,3562
2478,2008/2009,Roma LUISS,5805,M,3254
2479,2008/2009,Roma LUMSA,5803,F,4602
2480,2008/2009,Roma LUMSA,5803,M,2309
2481,2008/2009,Roma Marconi - telematica,5810,F,2395
2482,2008/2009,Roma Marconi - telematica,5810,M,7418
2483,2008/2009,Roma San Raffaele - telematica,5816,F,31
2484,2008/2009,Roma San Raffaele - telematica,5816,M,71
2485,2008/2009,Roma Tor Vergata,5802,F,18361
2486,2008/2009,Roma Tor Vergata,5802,M,16589
2487,2008/2009,Roma Tre,5807,F,20610
2488,2008/2009,Roma Tre,5807,M,14192
2489,2008/2009,Roma UNICUSANO - telematica,5815,F,1070
2490,2008/2009,Roma UNICUSANO - telematica,5815,M,1511
2491,2008/2009,Roma UNINETTUNO - telematica,5813,F,954
2492,2008/2009,Roma UNINETTUNO - telematica,5813,M,1721
2493,2008/2009,Roma UNINT,5809,F,677
2494,2008/2009,Roma UNINT,5809,M,508
2495,2008/2009,Roma UNITELMA - telematica,5811,F,231
2496,2008/2009,Roma UNITELMA - telematica,5811,M,465
2497,2008/2009,Salento,7501,F,18098
2498,2008/2009,Salento,7501,M,9145
2499,2008/2009,Salerno,6501,F,23953
2500,2008/2009,Salerno,6501,M,15712
2501,2008/2009,Sannio,6201,F,3520
2502,2008/2009,Sannio,6201,M,3389
2503,2008/2009,Sassari,9001,F,9567
2504,2008/2009,Sassari,9001,M,5094
2505,2008/2009,Siena,5201,F,10263
2506,2008/2009,Siena,5201,M,8741
2507,2008/2009,Siena Stranieri,5202,F,444
2508,2008/2009,Siena Stranieri,5202,M,87
2509,2008/2009,Teramo,6701,F,4971
2510,2008/2009,Teramo,6701,M,3880
2511,2008/2009,Torino,101,F,42669
2512,2008/2009,Torino,101,M,25865
2513,2008/2009,Torino Politecnico,102,F,6776
2514,2008/2009,Torino Politecnico,102,M,17965
2515,2008/2009,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,209
2516,2008/2009,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,166
2517,2008/2009,Trento,2201,F,7845
2518,2008/2009,Trento,2201,M,7320
2519,2008/2009,Trieste,3201,F,10984
2520,2008/2009,Trieste,3201,M,7995
2521,2008/2009,Tuscia,5601,F,3916
2522,2008/2009,Tuscia,5601,M,5593
2523,2008/2009,Udine,3001,F,8813
2524,2008/2009,Udine,3001,M,7549
2525,2008/2009,Urbino,4101,F,9497
2526,2008/2009,Urbino,4101,M,5872
2527,2008/2009,Venezia C Foscari,2701,F,10979
2528,2008/2009,Venezia C Foscari,2701,M,6351
2529,2008/2009,Venezia Iuav,2702,F,2924
2530,2008/2009,Venezia Iuav,2702,M,3061
2531,2008/2009,Verona,2301,F,14040
2532,2008/2009,Verona,2301,M,7265
2533,2007/2008,Aosta,701,F,719
2534,2007/2008,Aosta,701,M,240
2535,2007/2008,Bari,7201,F,37748
2536,2007/2008,Bari,7201,M,20423
2537,2007/2008,Bari Politecnico,7202,F,3301
2538,2007/2008,Bari Politecnico,7202,M,8004
2539,2007/2008,Basilicata,7601,F,4486
2540,2007/2008,Basilicata,7601,M,3716
2541,2007/2008,Benevento Giustino Fortunato - telematica,6202,F,71
2542,2007/2008,Benevento Giustino Fortunato - telematica,6202,M,177
2543,2007/2008,Bergamo,1601,F,8438
2544,2007/2008,Bergamo,1601,M,5199
2545,2007/2008,Bologna,3701,F,48902
2546,2007/2008,Bologna,3701,M,39080
2547,2007/2008,Bolzano,2101,F,1542
2548,2007/2008,Bolzano,2101,M,645
2549,2007/2008,Bra Scienze Gastronomiche,401,F,91
2550,2007/2008,Bra Scienze Gastronomiche,401,M,103
2551,2007/2008,Brescia,1701,F,6503
2552,2007/2008,Brescia,1701,M,7424
2553,2007/2008,Cagliari,9201,F,21408
2554,2007/2008,Cagliari,9201,M,12885
2555,2007/2008,Calabria,7801,F,18805
2556,2007/2008,Calabria,7801,M,14111
2557,2007/2008,Camerino,4302,F,3982
2558,2007/2008,Camerino,4302,M,4775
2559,2007/2008,Casamassima - G.Degennaro,7203,F,424
2560,2007/2008,Casamassima - G.Degennaro,7203,M,723
2561,2007/2008,Cassino,6001,F,6889
2562,2007/2008,Cassino,6001,M,5254
2563,2007/2008,Castellanza LIUC,1201,F,618
2564,2007/2008,Castellanza LIUC,1201,M,1248
2565,2007/2008,Catania,8701,F,37708
2566,2007/2008,Catania,8701,M,24185
2567,2007/2008,Catanzaro,7901,F,7113
2568,2007/2008,Catanzaro,7901,M,4654
2569,2007/2008,Chieti e Pescara,6901,F,19544
2570,2007/2008,Chieti e Pescara,6901,M,11958
2571,2007/2008,Enna KORE,8601,F,1745
2572,2007/2008,Enna KORE,8601,M,1271
2573,2007/2008,Ferrara,3801,F,9055
2574,2007/2008,Ferrara,3801,M,7697
2575,2007/2008,Firenze,4801,F,34418
2576,2007/2008,Firenze,4801,M,24509
2577,2007/2008,Foggia,7101,F,6740
2578,2007/2008,Foggia,7101,M,4142
2579,2007/2008,Genova,1001,F,19907
2580,2007/2008,Genova,1001,M,15204
2581,2007/2008,Insubria,1202,F,5078
2582,2007/2008,Insubria,1202,M,4047
2583,2007/2008,L'Aquila,6601,F,10908
2584,2007/2008,L'Aquila,6601,M,8482
2585,2007/2008,Macerata,4301,F,8132
2586,2007/2008,Macerata,4301,M,3766
2587,2007/2008,Marche,4201,F,7002
2588,2007/2008,Marche,4201,M,8900
2589,2007/2008,Messina,8301,F,22031
2590,2007/2008,Messina,8301,M,12944
2591,2007/2008,Milano,1501,F,33637
2592,2007/2008,Milano,1501,M,24317
2593,2007/2008,Milano Bicocca,1509,F,18046
2594,2007/2008,Milano Bicocca,1509,M,10958
2595,2007/2008,Milano Bocconi,1503,F,5674
2596,2007/2008,Milano Bocconi,1503,M,6961
2597,2007/2008,Milano Cattolica,1504,F,25837
2598,2007/2008,Milano Cattolica,1504,M,13541
2599,2007/2008,Milano IULM,1505,F,3682
2600,2007/2008,Milano IULM,1505,M,1607
2601,2007/2008,Milano Politecnico,1502,F,11273
2602,2007/2008,Milano Politecnico,1502,M,24959
2603,2007/2008,Milano San Raffaele,1508,F,1219
2604,2007/2008,Milano San Raffaele,1508,M,679
2605,2007/2008,Modena e Reggio Emilia,3601,F,9415
2606,2007/2008,Modena e Reggio Emilia,3601,M,8057
2607,2007/2008,Molise,7001,F,5361
2608,2007/2008,Molise,7001,M,4389
2609,2007/2008,Napoli Benincasa,6304,F,9255
2610,2007/2008,Napoli Benincasa,6304,M,1911
2611,2007/2008,Napoli Federico II,6301,F,49845
2612,2007/2008,Napoli Federico II,6301,M,39839
2613,2007/2008,Napoli L'Orientale,6303,F,7849
2614,2007/2008,Napoli L'Orientale,6303,M,2238
2615,2007/2008,Napoli Parthenope,6302,F,7398
2616,2007/2008,Napoli Parthenope,6302,M,9430
2617,2007/2008,Napoli Pegaso - telematica,6307,F,582
2618,2007/2008,Napoli Pegaso - telematica,6307,M,425
2619,2007/2008,Napoli Vanvitelli,6306,F,16284
2620,2007/2008,Napoli Vanvitelli,6306,M,12280
2621,2007/2008,Novedrate e-Campus - telematica,1301,F,120
2622,2007/2008,Novedrate e-Campus - telematica,1301,M,159
2623,2007/2008,Padova,2801,F,34333
2624,2007/2008,Padova,2801,M,26129
2625,2007/2008,Palermo,8201,F,36226
2626,2007/2008,Palermo,8201,M,24893
2627,2007/2008,Parma,3401,F,14772
2628,2007/2008,Parma,3401,M,11872
2629,2007/2008,Pavia,1801,F,12471
2630,2007/2008,Pavia,1801,M,9805
2631,2007/2008,Perugia,5401,F,19056
2632,2007/2008,Perugia,5401,M,14952
2633,2007/2008,Perugia Stranieri,5403,F,1176
2634,2007/2008,Perugia Stranieri,5403,M,812
2635,2007/2008,Piemonte Orientale,201,F,5781
2636,2007/2008,Piemonte Orientale,201,M,3592
2637,2007/2008,Pisa,5001,F,24716
2638,2007/2008,Pisa,5001,M,22983
2639,2007/2008,Reggio Calabria,8001,F,5108
2640,2007/2008,Reggio Calabria,8001,M,5317
2641,2007/2008,Roma  Mercatorum - telematica,5814,F,50
2642,2007/2008,Roma  Mercatorum - telematica,5814,M,54
2643,2007/2008,Roma Biomedico,5808,F,494
2644,2007/2008,Roma Biomedico,5808,M,393
2645,2007/2008,Roma Europea,5812,F,295
2646,2007/2008,Roma Europea,5812,M,199
2647,2007/2008,Roma Foro Italico,5806,F,529
2648,2007/2008,Roma Foro Italico,5806,M,850
2649,2007/2008,Roma La Sapienza,5801,F,77556
2650,2007/2008,Roma La Sapienza,5801,M,52191
2651,2007/2008,Roma LUISS,5805,F,3298
2652,2007/2008,Roma LUISS,5805,M,3136
2653,2007/2008,Roma LUMSA,5803,F,4835
2654,2007/2008,Roma LUMSA,5803,M,2386
2655,2007/2008,Roma Marconi - telematica,5810,F,1976
2656,2007/2008,Roma Marconi - telematica,5810,M,6765
2657,2007/2008,Roma San Raffaele - telematica,5816,F,57
2658,2007/2008,Roma San Raffaele - telematica,5816,M,34
2659,2007/2008,Roma Tor Vergata,5802,F,18971
2660,2007/2008,Roma Tor Vergata,5802,M,17398
2661,2007/2008,Roma Tre,5807,F,20635
2662,2007/2008,Roma Tre,5807,M,14265
2663,2007/2008,Roma UNICUSANO - telematica,5815,F,390
2664,2007/2008,Roma UNICUSANO - telematica,5815,M,581
2665,2007/2008,Roma UNINETTUNO - telematica,5813,F,608
2666,2007/2008,Roma UNINETTUNO - telematica,5813,M,1022
2667,2007/2008,Roma UNINT,5809,F,563
2668,2007/2008,Roma UNINT,5809,M,523
2669,2007/2008,Roma UNITELMA - telematica,5811,F,185
2670,2007/2008,Roma UNITELMA - telematica,5811,M,359
2671,2007/2008,Salento,7501,F,18350
2672,2007/2008,Salento,7501,M,9360
2673,2007/2008,Salerno,6501,F,23192
2674,2007/2008,Salerno,6501,M,15811
2675,2007/2008,Sannio,6201,F,3574
2676,2007/2008,Sannio,6201,M,3484
2677,2007/2008,Sassari,9001,F,9501
2678,2007/2008,Sassari,9001,M,5185
2679,2007/2008,Siena,5201,F,9800
2680,2007/2008,Siena,5201,M,9362
2681,2007/2008,Siena Stranieri,5202,F,448
2682,2007/2008,Siena Stranieri,5202,M,84
2683,2007/2008,Teramo,6701,F,5062
2684,2007/2008,Teramo,6701,M,4048
2685,2007/2008,Torino,101,F,40346
2686,2007/2008,Torino,101,M,24538
2687,2007/2008,Torino Politecnico,102,F,6648
2688,2007/2008,Torino Politecnico,102,M,17906
2689,2007/2008,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,152
2690,2007/2008,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,124
2691,2007/2008,Trento,2201,F,7925
2692,2007/2008,Trento,2201,M,7499
2693,2007/2008,Trieste,3201,F,10933
2694,2007/2008,Trieste,3201,M,8029
2695,2007/2008,Tuscia,5601,F,3929
2696,2007/2008,Tuscia,5601,M,6396
2697,2007/2008,Udine,3001,F,8753
2698,2007/2008,Udine,3001,M,7867
2699,2007/2008,Urbino,4101,F,9803
2700,2007/2008,Urbino,4101,M,6175
2701,2007/2008,Venezia C Foscari,2701,F,10779
2702,2007/2008,Venezia C Foscari,2701,M,6463
2703,2007/2008,Venezia Iuav,2702,F,2951
2704,2007/2008,Venezia Iuav,2702,M,3060
2705,2007/2008,Verona,2301,F,13920
2706,2007/2008,Verona,2301,M,7149
2707,2006/2007,Aosta,701,F,661
2708,2006/2007,Aosta,701,M,217
2709,2006/2007,Bari,7201,F,37627
2710,2006/2007,Bari,7201,M,20725
2711,2006/2007,Bari Politecnico,7202,F,3218
2712,2006/2007,Bari Politecnico,7202,M,8259
2713,2006/2007,Basilicata,7601,F,4108
2714,2006/2007,Basilicata,7601,M,3570
2715,2006/2007,Benevento Giustino Fortunato - telematica,6202,F,35
2716,2006/2007,Benevento Giustino Fortunato - telematica,6202,M,80
2717,2006/2007,Bergamo,1601,F,8532
2718,2006/2007,Bergamo,1601,M,5271
2719,2006/2007,Bologna,3701,F,50798
2720,2006/2007,Bologna,3701,M,41088
2721,2006/2007,Bolzano,2101,F,1471
2722,2006/2007,Bolzano,2101,M,574
2723,2006/2007,Bra Scienze Gastronomiche,401,F,86
2724,2006/2007,Bra Scienze Gastronomiche,401,M,95
2725,2006/2007,Brescia,1701,F,6414
2726,2006/2007,Brescia,1701,M,7334
2727,2006/2007,Cagliari,9201,F,21253
2728,2006/2007,Cagliari,9201,M,12741
2729,2006/2007,Calabria,7801,F,17963
2730,2006/2007,Calabria,7801,M,13808
2731,2006/2007,Camerino,4302,F,3906
2732,2006/2007,Camerino,4302,M,5129
2733,2006/2007,Casamassima - G.Degennaro,7203,F,413
2734,2006/2007,Casamassima - G.Degennaro,7203,M,783
2735,2006/2007,Cassino,6001,F,7062
2736,2006/2007,Cassino,6001,M,5488
2737,2006/2007,Castellanza LIUC,1201,F,639
2738,2006/2007,Castellanza LIUC,1201,M,1320
2739,2006/2007,Catania,8701,F,37860
2740,2006/2007,Catania,8701,M,24668
2741,2006/2007,Catanzaro,7901,F,7508
2742,2006/2007,Catanzaro,7901,M,4964
2743,2006/2007,Chieti e Pescara,6901,F,20013
2744,2006/2007,Chieti e Pescara,6901,M,13586
2745,2006/2007,Enna KORE,8601,F,1549
2746,2006/2007,Enna KORE,8601,M,1951
2747,2006/2007,Ferrara,3801,F,8891
2748,2006/2007,Ferrara,3801,M,7513
2749,2006/2007,Firenze,4801,F,34695
2750,2006/2007,Firenze,4801,M,25034
2751,2006/2007,Foggia,7101,F,6558
2752,2006/2007,Foggia,7101,M,4106
2753,2006/2007,Genova,1001,F,20106
2754,2006/2007,Genova,1001,M,15388
2755,2006/2007,Insubria,1202,F,4824
2756,2006/2007,Insubria,1202,M,4015
2757,2006/2007,L'Aquila,6601,F,10197
2758,2006/2007,L'Aquila,6601,M,8405
2759,2006/2007,Macerata,4301,F,8054
2760,2006/2007,Macerata,4301,M,4011
2761,2006/2007,Marche,4201,F,6667
2762,2006/2007,Marche,4201,M,8948
2763,2006/2007,Messina,8301,F,22390
2764,2006/2007,Messina,8301,M,12959
2765,2006/2007,Milano,1501,F,34410
2766,2006/2007,Milano,1501,M,24910
2767,2006/2007,Milano Bicocca,1509,F,16491
2768,2006/2007,Milano Bicocca,1509,M,9826
2769,2006/2007,Milano Bocconi,1503,F,5590
2770,2006/2007,Milano Bocconi,1503,M,7136
2771,2006/2007,Milano Cattolica,1504,F,25309
2772,2006/2007,Milano Cattolica,1504,M,13328
2773,2006/2007,Milano IULM,1505,F,4025
2774,2006/2007,Milano IULM,1505,M,1817
2775,2006/2007,Milano Politecnico,1502,F,11303
2776,2006/2007,Milano Politecnico,1502,M,26418
2777,2006/2007,Milano San Raffaele,1508,F,1191
2778,2006/2007,Milano San Raffaele,1508,M,644
2779,2006/2007,Modena e Reggio Emilia,3601,F,9023
2780,2006/2007,Modena e Reggio Emilia,3601,M,7760
2781,2006/2007,Molise,7001,F,5155
2782,2006/2007,Molise,7001,M,4429
2783,2006/2007,Napoli Benincasa,6304,F,9461
2784,2006/2007,Napoli Benincasa,6304,M,2047
2785,2006/2007,Napoli Federico II,6301,F,49570
2786,2006/2007,Napoli Federico II,6301,M,40531
2787,2006/2007,Napoli L'Orientale,6303,F,7897
2788,2006/2007,Napoli L'Orientale,6303,M,2273
2789,2006/2007,Napoli Parthenope,6302,F,7383
2790,2006/2007,Napoli Parthenope,6302,M,9030
2791,2006/2007,Napoli Pegaso - telematica,6307,F,79
2792,2006/2007,Napoli Pegaso - telematica,6307,M,130
2793,2006/2007,Napoli Vanvitelli,6306,F,15683
2794,2006/2007,Napoli Vanvitelli,6306,M,12030
2795,2006/2007,Padova,2801,F,34352
2796,2006/2007,Padova,2801,M,26451
2797,2006/2007,Palermo,8201,F,37611
2798,2006/2007,Palermo,8201,M,25525
2799,2006/2007,Parma,3401,F,14637
2800,2006/2007,Parma,3401,M,11971
2801,2006/2007,Pavia,1801,F,12375
2802,2006/2007,Pavia,1801,M,9743
2803,2006/2007,Perugia,5401,F,18973
2804,2006/2007,Perugia,5401,M,15418
2805,2006/2007,Perugia Stranieri,5403,F,1289
2806,2006/2007,Perugia Stranieri,5403,M,1038
2807,2006/2007,Piemonte Orientale,201,F,5814
2808,2006/2007,Piemonte Orientale,201,M,3557
2809,2006/2007,Pisa,5001,F,24339
2810,2006/2007,Pisa,5001,M,22815
2811,2006/2007,Reggio Calabria,8001,F,5027
2812,2006/2007,Reggio Calabria,8001,M,5282
2813,2006/2007,Roma  Mercatorum - telematica,5814,F,47
2814,2006/2007,Roma  Mercatorum - telematica,5814,M,49
2815,2006/2007,Roma Biomedico,5808,F,474
2816,2006/2007,Roma Biomedico,5808,M,370
2817,2006/2007,Roma Europea,5812,F,174
2818,2006/2007,Roma Europea,5812,M,108
2819,2006/2007,Roma Foro Italico,5806,F,502
2820,2006/2007,Roma Foro Italico,5806,M,796
2821,2006/2007,Roma La Sapienza,5801,F,76427
2822,2006/2007,Roma La Sapienza,5801,M,51698
2823,2006/2007,Roma LUISS,5805,F,3112
2824,2006/2007,Roma LUISS,5805,M,2981
2825,2006/2007,Roma LUMSA,5803,F,5086
2826,2006/2007,Roma LUMSA,5803,M,2656
2827,2006/2007,Roma Marconi - telematica,5810,F,1561
2828,2006/2007,Roma Marconi - telematica,5810,M,6289
2829,2006/2007,Roma San Raffaele - telematica,5816,F,33
2830,2006/2007,Roma San Raffaele - telematica,5816,M,15
2831,2006/2007,Roma Tor Vergata,5802,F,18428
2832,2006/2007,Roma Tor Vergata,5802,M,17582
2833,2006/2007,Roma Tre,5807,F,20922
